Vlucht_id;Datum;Dag;Maand;Jaar;Vertrektijd;Vertrektijd_uur;Plandatum;Plandag;Planmaand;Planjaar;Plantijd;Plantijd_uur;VertragingMin;Terminal;Gate;Plangate;Gatewisselafstand;Shops;Operatie;Faciliteiten;Maatschappijnaam;RH;FXX;VVN;Drukte;BezettingPercentage;Passagiers;Vliegtuigmerk;Vliegtuigtype;Vliegtuigcapaciteit;Bouwjaar;Bestemming_plaats;Bestemming_land
24806;2014-08-19;19;8;2014;21:20:00.0000000;21;2014-08-19;19;8;2014;21:17:00.0000000;21;3;E;E5;E5;0;7,5;6,7;7,4;Icelandair;54;150;60;27;94;329;Boeing;777-300;350;2004;San Francisco;USA
35055;2014-08-19;19;8;2014;22:03:00.0000000;22;2014-08-19;19;8;2014;22:03:00.0000000;22;0;B;B2;B2;0;5,2;6,6;7;Kenya Airways;54;150;60;27;83;166;Boeing;757-200P;200;2003;Amsterdam;Netherlands
35054;2014-08-19;19;8;2014;22:21:00.0000000;22;2014-08-19;19;8;2014;22:04:00.0000000;22;17;A;A3;A3;0;4,3;6,7;5;Air Memphis;54;150;60;27;94;165;Boeing;737-400;175;1995;Faro;Portugal
35041;2014-08-19;19;8;2014;23:43:00.0000000;23;2014-08-19;19;8;2014;23:42:00.0000000;23;1;A;A1;E5;600;7,7;7,2;4,8;VARIG Brasilian Airlines;54;150;60;27;61;146;Boeing;737-900;240;2004;Osaka;Japan
35056;2014-08-20;20;8;2014;07:23:00.0000000;7;2014-08-20;20;8;2014;07:13:00.0000000;7;10;C;C3;D3;100;5,6;6,5;7,3;Delta Air Lines;28;110;61;30;76;171;Boeing;747-400M;225;1993;Hong Kong;Hong Kong
35057;2014-08-20;20;8;2014;08:48:00.0000000;8;2014-08-20;20;8;2014;08:43:00.0000000;8;5;E;E4;NA;0;5,9;7,1;8;Alitalia;28;110;61;30;64;266;Boeing;747-400P;416;1994;Miami;USA
22110;2014-08-20;20;8;2014;14:35:00.0000000;14;2014-08-20;20;8;2014;14:31:00.0000000;14;4;C;C5;NA;0;5,4;8;8,9;El Al Israel Airlines;28;110;61;30;78;156;Boeing;757-200P;200;1996;Los Angeles;USA
35060;2014-08-20;20;8;2014;15:36:00.0000000;15;2014-08-20;20;8;2014;15:35:00.0000000;15;1;D;D1;D1;0;6;6,3;8,2;Arkia;28;110;61;30;97;116;Boeing;757-200M;120;2000;Frankfurt;Germany
35059;2014-08-20;20;8;2014;15:39:00.0000000;15;2014-08-20;20;8;2014;15:35:00.0000000;15;4;D;D1;D1;0;6,8;7,6;7,9;Arkia;28;110;61;30;77;104;Boeing;B717-200;135;2005;Frankfurt;Germany
35061;2014-08-20;20;8;2014;16:46:00.0000000;16;2014-08-20;20;8;2014;16:41:00.0000000;16;5;B;B5;B5;0;4,4;7,5;6,9;TACV Cabo Verde Airlines;28;110;61;30;85;128;Mcdonnel;DOUGLAS MD-82;150;1991;Berlin;Germany
35064;2014-08-20;20;8;2014;19:48:00.0000000;19;2014-08-20;20;8;2014;19:47:00.0000000;19;1;A;A2;A5;0;5,7;7,9;5,9;Air Memphis;28;110;61;30;68;136;Boeing;767-200/200ER;200;1984;Varna;Bulgaria
30077;2014-08-20;20;8;2014;20:52:00.0000000;20;2014-08-20;20;8;2014;20:46:00.0000000;20;6;E;E4;E4;0;6,3;7,6;8,6;VARIG Brasilian Airlines;28;110;61;30;77;320;Boeing;747-400P;416;1994;Willemstad / Curacao Island;Netherlands Antilles
35067;2014-08-20;20;8;2014;22:38:00.0000000;22;2014-08-20;20;8;2014;22:35:00.0000000;22;3;C;C2;C2;0;4,2;7,1;7,6;Israir;28;110;61;30;75;135;Airbus;A321-100/200;180;1995;Ljubljana;Slovenia
35068;2014-08-20;20;8;2014;22:53:00.0000000;22;2014-08-20;20;8;2014;22:49:00.0000000;22;4;E;E4;NA;0;4,7;7;8;Corendon Airlines;28;110;61;30;67;121;Airbus;A321-100/200;180;1993;Paris;France
35069;2014-08-21;21;8;2014;00:53:00.0000000;0;2014-08-21;21;8;2014;00:51:00.0000000;0;2;C;C2;NA;0;6,1;8,4;7,5;Lufthansa;50;120;50;32;53;66;Airbus;A319-111;125;1998;Memphis;USA
35070;2014-08-21;21;8;2014;01:53:00.0000000;1;2014-08-21;21;8;2014;01:47:00.0000000;1;6;E;E4;E4;0;5,1;7,8;7,5;Pegasus Airlines;50;120;50;32;65;221;Airbus;A340-642;340;2002;Dallas;USA
23612;2014-08-21;21;8;2014;03:55:00.0000000;3;2014-08-21;21;8;2014;03:52:00.0000000;3;3;C;C4;NA;0;4;7,3;9;Holland Exel;50;120;50;32;53;146;Airbus;A300B2;275;1974;Cardiff;United Kingdom
35071;2014-08-21;21;8;2014;05:26:00.0000000;5;2014-08-21;21;8;2014;05:26:00.0000000;5;0;D;D2;D2;0;6,8;7,1;7,9;Aeroflot Russian Int. Airlines;50;120;50;32;71;128;Tupolev;TU-154/154A/B/B2/C/M;180;1983;Tunis;Tunisia
35072;2014-08-21;21;8;2014;09:41:00.0000000;9;2014-08-21;21;8;2014;09:37:00.0000000;9;4;B;B2;B2;0;6,2;7,7;6,8;Helios Airways;50;120;50;32;76;91;Boeing;757-200M;120;2003;Beijing;China
27790;2014-08-21;21;8;2014;09:53:00.0000000;9;2014-08-21;21;8;2014;09:53:00.0000000;9;0;E;E3;E3;0;6,2;7,7;7,9;transavia.com;50;120;50;32;42;46;Boeing;737-500;110;1996;New York;USA
35074;2014-08-21;21;8;2014;10:37:00.0000000;10;2014-08-21;21;8;2014;10:24:00.0000000;10;13;D;D4;D4;0;5,8;7,5;7,9;Continental Airlines;50;120;50;32;40;110;Airbus;A300B2;275;1975;Nuremberg;Germany
35075;2014-08-21;21;8;2014;15:25:00.0000000;15;2014-08-21;21;8;2014;15:19:00.0000000;15;6;D;D4;D4;0;7,3;8,1;8,6;US Airways;50;120;50;32;54;149;Boeing;767-400ER;275;2003;Liverpool;United Kingdom
35076;2014-08-21;21;8;2014;17:55:00.0000000;17;2014-08-21;21;8;2014;17:42:00.0000000;17;13;E;E2;D3;200;6,1;5,5;8;Arkia;50;120;50;32;53;106;Boeing;757-200P;200;1994;Southampton;United Kingdom
35078;2014-08-21;21;8;2014;19:52:00.0000000;19;2014-08-21;21;8;2014;19:39:00.0000000;19;13;C;C4;C4;0;6,9;6,6;7,7;Lufthansa;50;120;50;32;58;145;Airbus;A310-200;250;1984;Newcastle;United Kingdom
35079;2014-08-21;21;8;2014;20:19:00.0000000;20;2014-08-21;21;8;2014;20:18:00.0000000;20;1;D;D1;NA;0;6,6;7,4;8;Aeroflot Russian Int. Airlines;50;120;50;32;82;148;Tupolev;TU-154/154A/B/B2/C/M;180;1976;Porto;Portugal
23640;2014-08-22;22;8;2014;03:24:00.0000000;3;2014-08-22;22;8;2014;02:05:00.0000000;2;79;C;C3;C3;0;5,3;5,6;8,2;Lufthansa;232;140;50;35;45;153;Airbus;A340-642;340;2004;Belgrade;Yugoslavia
35083;2014-08-22;22;8;2014;03:56:00.0000000;3;2014-08-22;22;8;2014;02:40:00.0000000;2;76;C;C4;C4;0;5,9;5;8,7;Holland Exel;232;140;50;35;84;286;Airbus;A340-311;340;2000;London;United Kingdom
29900;2014-08-22;22;8;2014;08:26:00.0000000;8;2014-08-22;22;8;2014;07:08:00.0000000;7;78;C;C4;NA;0;4,9;4,2;7,5;Singapore Airlines;232;140;50;35;83;228;Boeing;767-400ER;275;2002;SAL;Cape Verde
35084;2014-08-22;22;8;2014;10:30:00.0000000;10;2014-08-22;22;8;2014;09:11:00.0000000;9;79;E;E2;E2;0;6,1;5,9;7,8;VARIG Brasilian Airlines;232;140;50;35;70;126;Boeing;737-800W;180;2004;Groningen;Netherlands
35085;2014-08-22;22;8;2014;12:57:00.0000000;12;2014-08-22;22;8;2014;11:37:00.0000000;11;80;A;A3;A3;0;4,4;5,3;5;Georgian Airways;232;140;50;35;66;182;Ilyushin;96-M;275;2000;Dallas;USA
35086;2014-08-22;22;8;2014;16:33:00.0000000;16;2014-08-22;22;8;2014;15:09:00.0000000;15;84;D;D4;NA;0;5,6;4,2;7,7;KLM Royal Dutch Airlines;232;140;50;35;71;107;Airbus;A320-100;150;1988;Leeds/Bradford;United Kingdom
35087;2014-08-22;22;8;2014;22:12:00.0000000;22;2014-08-22;22;8;2014;20:48:00.0000000;20;84;A;A4;A4;0;4,2;4,7;5,1;LOT Polish Airlines;232;140;50;35;47;63;Boeing;B717-200;135;2003;Marseille;France
35090;2014-08-22;22;8;2014;23:29:00.0000000;23;2014-08-22;22;8;2014;22:12:00.0000000;22;77;C;C4;C4;0;6,3;6;8,1;United Airlines;232;140;50;35;67;121;Boeing;737-800W;180;2001;London;United Kingdom
35082;2014-08-23;23;8;2014;00:18:00.0000000;0;2014-08-22;22;8;2014;23:00:00.0000000;23;78;C;C5;C5;0;6;5,2;7,4;Lufthansa;232;140;50;35;74;111;Airbus;A320-200;150;1993;Stockholm;Sweden
35092;2014-08-23;23;8;2014;03:27:00.0000000;3;2014-08-23;23;8;2014;03:27:00.0000000;3;0;E;E2;E2;0;5,2;7;8,3;Royal Air Maroc;73;120;46;37;58;78;Boeing;B717-200;135;2004;Dubrovnik;Croatia
35091;2014-08-23;23;8;2014;03:29:00.0000000;3;2014-08-23;23;8;2014;03:27:00.0000000;3;2;D;D2;D2;0;6,9;8;7,5;World Focus Airlines;73;120;46;37;61;92;Boeing;737-300;150;1996;St Petersburg;Russia
35093;2014-08-23;23;8;2014;07:10:00.0000000;7;2014-08-23;23;8;2014;07:06:00.0000000;7;4;B;B2;B2;0;6,2;7,3;6;Aegean Airlines;73;120;46;37;87;157;Airbus;A321-100/200;180;2001;Bombay;India
25505;2014-08-23;23;8;2014;07:15:00.0000000;7;2014-08-23;23;8;2014;06:58:00.0000000;6;17;C;C4;NA;0;6,9;7,6;8,1;KLM Royal Dutch Airlines;73;120;46;37;62;78;Mcdonnel;DOUGLAS MD-87;125;1980;Sydney;Australia
35094;2014-08-23;23;8;2014;08:00:00.0000000;8;2014-08-23;23;8;2014;07:57:00.0000000;7;3;D;D2;D2;0;5,2;7,9;8,1;Swiss International Air Lines;73;120;46;37;77;139;Ilyushin;IL-62/62M;180;1978;Luxembourg;Luxembourg
24090;2014-08-23;23;8;2014;09:26:00.0000000;9;2014-08-23;23;8;2014;09:23:00.0000000;9;3;B;B2;B3;0;4,5;7,4;7,1;Air Moldova;73;120;46;37;80;220;Ilyushin;96-M;275;1998;Chicago;USA
27685;2014-08-23;23;8;2014;09:33:00.0000000;9;2014-08-23;23;8;2014;09:24:00.0000000;9;9;E;E2;E2;0;6,3;8;7,1;Malaysia Airlines;73;120;46;37;87;218;Ilyushin;IL-86;250;1983;Hurghada;Egypt
35096;2014-08-23;23;8;2014;12:25:00.0000000;12;2014-08-23;23;8;2014;12:22:00.0000000;12;3;E;E2;E2;0;5,2;8,4;8,2;Malaysia Airlines;73;120;46;37;57;74;British Aerospace;146-300;130;1991;Bangkok;Thailand
35097;2014-08-23;23;8;2014;14:42:00.0000000;14;2014-08-23;23;8;2014;14:27:00.0000000;14;15;A;A5;A5;0;5,5;7,8;4,9;LOT Polish Airlines;73;120;46;37;95;114;Boeing;757-200M;120;2000;Teesside;United Kingdom
35098;2014-08-23;23;8;2014;15:43:00.0000000;15;2014-08-23;23;8;2014;15:40:00.0000000;15;3;E;E2;NA;0;5,7;7,1;9;VARIG Brasilian Airlines;73;120;46;37;54;173;Boeing;777-200;320;1995;Skopje;Macedonia
24098;2014-08-23;23;8;2014;16:42:00.0000000;16;2014-08-23;23;8;2014;16:30:00.0000000;16;12;D;D4;D4;0;6,6;7,2;8,4;Singapore Airlines;73;120;46;37;82;246;Airbus;A330-200;300;1999;Frankfurt;Germany
35099;2014-08-23;23;8;2014;18:20:00.0000000;18;2014-08-23;23;8;2014;17:59:00.0000000;17;21;E;E4;E4;0;5;6,6;8,5;Malaysia Airlines;73;120;46;37;56;19;Saab;SF340;34;1990;Sofia;Bulgaria
35100;2014-08-23;23;8;2014;18:24:00.0000000;18;2014-08-23;23;8;2014;18:19:00.0000000;18;5;D;D4;D4;0;4,8;7,1;7,4;Iberia;73;120;46;37;88;119;Boeing;B717-200;135;2000;Boston;USA
31756;2014-08-23;23;8;2014;19:25:00.0000000;19;2014-08-23;23;8;2014;19:19:00.0000000;19;6;A;A4;A3;0;6,8;5,8;4,8;easyJet Zwitserland;73;120;46;37;88;132;Boeing;737-300;150;1986;Heraklion;Greece
35101;2014-08-23;23;8;2014;20:08:00.0000000;20;2014-08-23;23;8;2014;20:05:00.0000000;20;3;C;C4;NA;0;5,5;7,2;7,6;British Airways;73;120;46;37;54;162;Boeing;747SP;300;1981;Barcelona;Spain
35102;2014-08-23;23;8;2014;20:20:00.0000000;20;2014-08-23;23;8;2014;20:20:00.0000000;20;0;E;E3;E3;0;7,4;7,8;8,3;USA Airforce#1 Airways;73;120;46;37;60;27;Dash;7 DHC;45;1978;Lanzarote;Spain
29954;2014-08-23;23;8;2014;21:43:00.0000000;21;2014-08-23;23;8;2014;21:34:00.0000000;21;9;C;C5;NA;0;5,3;7,7;8,2;KLM Royal Dutch Airlines;73;120;46;37;99;223;Boeing;747-400M;225;2001;Stockholm;Sweden
35103;2014-08-23;23;8;2014;22:52:00.0000000;22;2014-08-23;23;8;2014;22:52:00.0000000;22;0;A;A2;A2;0;5,2;7,1;3,8;Georgian Airways;73;120;46;37;81;146;Tupolev;TU-154/154A/B/B2/C/M;180;1976;Madrid;Spain
30793;2014-08-23;23;8;2014;23:08:00.0000000;23;2014-08-22;22;8;2014;23:05:00.0000000;23;1443;A;A4;NA;0;6;8,1;6;Air Astana;232;140;50;35;46;46;Tupolev;TU-134/134A/B;100;2069;Malabo;Equatorial Guinea
26199;2014-08-23;23;8;2014;23:20:00.0000000;23;2014-08-22;22;8;2014;23:17:00.0000000;23;1443;C;C5;NA;0;5;7,8;7,5;KLM Royal Dutch Airlines;232;140;50;35;70;105;Boeing;737-700;150;2003;Monastir;Tunisia
29300;2014-08-24;24;8;2014;01:06:00.0000000;1;2014-08-24;24;8;2014;01:05:00.0000000;1;1;C;C2;NA;0;7,1;6,8;7,4;KLM Royal Dutch Airlines;10;120;39;41;68;122;Boeing;737-800;180;1999;Kiev;Ukraine
32785;2014-08-24;24;8;2014;01:43:00.0000000;1;2014-08-24;24;8;2014;01:29:00.0000000;1;14;C;C2;NA;0;4,7;8,1;7,9;KLM Royal Dutch Airlines;10;120;39;41;53;58;Boeing;737-600;110;2001;St Maarten;Netherlands Antilles
35110;2014-08-24;24;8;2014;01:57:00.0000000;1;2014-08-24;24;8;2014;01:51:00.0000000;1;6;C;C4;NA;0;5,9;7,8;7,6;Holland Exel;10;120;39;41;65;114;Airbus;A300C4;175;1985;Seoul;South Korea
35111;2014-08-24;24;8;2014;02:07:00.0000000;2;2014-08-24;24;8;2014;01:59:00.0000000;1;8;E;E1;E1;0;4,8;5,9;7,9;BudgetAir;10;120;39;41;47;118;Boeing;767-300/300ER;250;2004;Toronto;Canada
35114;2014-08-24;24;8;2014;05:10:00.0000000;5;2014-08-24;24;8;2014;04:59:00.0000000;4;11;B;B4;NA;0;8,3;6,5;6,9;Jet2.com;10;120;39;41;85;289;Airbus;A340-311;340;2000;Athens;Greece
35112;2014-08-24;24;8;2014;05:11:00.0000000;5;2014-08-24;24;8;2014;05:02:00.0000000;5;9;A;A2;NA;0;7;6,9;5,1;Virgin Express;10;120;39;41;87;131;Boeing;737-300;150;1993;Cairo;Egypt
27289;2014-08-24;24;8;2014;05:56:00.0000000;5;2014-08-24;24;8;2014;05:54:00.0000000;5;2;D;D3;D3;0;6,1;8,1;7,8;Singapore Airlines;10;120;39;41;37;111;DC;14885;300;1982;Seattle;USA
35115;2014-08-24;24;8;2014;09:54:00.0000000;9;2014-08-24;24;8;2014;09:50:00.0000000;9;4;C;C4;C2;0;2,4;5,9;8,1;Israir;10;120;39;41;73;201;Airbus;A300B2;275;1983;Minneapolis;USA
35116;2014-08-24;24;8;2014;11:14:00.0000000;11;2014-08-24;24;8;2014;11:00:00.0000000;11;14;C;C3;D5;100;6,4;6,1;8,2;AirBaltic;10;120;39;41;58;160;Airbus;A300-600P;275;2004;Geneva;Switzerland
35117;2014-08-24;24;8;2014;13:44:00.0000000;13;2014-08-24;24;8;2014;13:39:00.0000000;13;5;C;C3;C3;0;6,5;7,9;8,6;Olympic Airlines;10;120;39;41;77;250;Mcdonnel;DOUGLAS MD-11;325;1996;New York;USA
35119;2014-08-24;24;8;2014;15:52:00.0000000;15;2014-08-24;24;8;2014;15:45:00.0000000;15;7;C;C4;NA;0;6,5;6,1;8,3;US Airways;10;120;39;41;88;37;Aerospatiale/Aerital;ATR 42;42;1994;Beijing;China
25049;2014-08-24;24;8;2014;16:20:00.0000000;16;2014-08-24;24;8;2014;16:13:00.0000000;16;7;C;C2;NA;0;6,1;7;6,8;KLM Royal Dutch Airlines;10;120;39;41;58;102;Boeing;737-400;175;1988;Tehran;Iran
35120;2014-08-24;24;8;2014;18:17:00.0000000;18;2014-08-24;24;8;2014;18:16:00.0000000;18;1;A;A4;A4;0;5,3;6,7;5,1;Royal Jordanian Airlines;10;120;39;41;80;69;Bombardier;CRJ900;86;1999;Berlin;Germany
35121;2014-08-24;24;8;2014;20:27:00.0000000;20;2014-08-24;24;8;2014;20:19:00.0000000;20;8;B;B3;B3;0;6,4;7,2;6,1;VISIG;10;120;39;41;75;255;Airbus;A340-311;340;1995;Fuerteventura / Puerto Del Rosario;Spain
35122;2014-08-24;24;8;2014;21:05:00.0000000;21;2014-08-24;24;8;2014;21:05:00.0000000;21;0;E;E2;E2;0;5,7;7,2;7,9;Alitalia;10;120;39;41;86;172;Boeing;757-200P;200;1993;Chicago;USA
35123;2014-08-24;24;8;2014;21:46:00.0000000;21;2014-08-24;24;8;2014;21:36:00.0000000;21;10;E;E3;NA;0;7;8,5;8,1;VARIG Brasilian Airlines;10;120;39;41;44;48;Boeing;737-500;110;1996;Cologne/Bonn;Germany
35107;2014-08-24;24;8;2014;22:28:00.0000000;22;2014-08-24;24;8;2014;22:27:00.0000000;22;1;A;A3;A3;0;5,8;7,8;5;Malev Hungarian Airlines;10;120;39;41;65;156;Boeing;737-900;240;2003;Palma Mallorca;Spain
35105;2014-08-24;24;8;2014;23:04:00.0000000;23;2014-08-24;24;8;2014;23:02:00.0000000;23;2;D;D2;D2;0;5,2;8,5;8,1;Aeroflot Russian Int. Airlines;10;120;39;41;52;143;Ilyushin;96-M;275;1997;Stockholm;Sweden
35109;2014-08-24;24;8;2014;23:52:00.0000000;23;2014-08-24;24;8;2014;23:52:00.0000000;23;0;B;B4;B4;0;6,3;6,4;6,4;Kenya Airways;10;120;39;41;69;138;Boeing;757-200P;200;2003;Stockholm;Sweden
35124;2014-08-25;25;8;2014;02:44:00.0000000;2;2014-08-25;25;8;2014;02:31:00.0000000;2;13;D;D2;NA;0;5,7;7,7;7,7;Singapore Airlines;35;80;29;34;56;84;Airbus;A320-100;150;1988;Tenerife;Spain
35126;2014-08-25;25;8;2014;04:03:00.0000000;4;2014-08-25;25;8;2014;03:54:00.0000000;3;9;E;E1;E1;0;7;7,2;7,4;Fly Air;35;80;29;34;76;32;Aerospatiale/Aerital;ATR 42;42;1998;Nice;France
35127;2014-08-25;25;8;2014;04:34:00.0000000;4;2014-08-25;25;8;2014;04:23:00.0000000;4;11;D;D5;D5;0;5,4;6,5;7,4;Finnair;35;80;29;34;72;126;Airbus;A300C4;175;1985;Detroit;USA
35130;2014-08-25;25;8;2014;08:19:00.0000000;8;2014-08-25;25;8;2014;08:16:00.0000000;8;3;B;B3;B3;0;4,4;7,2;6,1;PIA Pakistan International Airlines;35;80;29;34;86;62;Aerospatiale/Aerital;ATR 72;72;2002;Riga;Latvia
35132;2014-08-25;25;8;2014;10:26:00.0000000;10;2014-08-25;25;8;2014;10:14:00.0000000;10;12;C;C4;NA;0;4,2;6,8;8,8;China Southern Airlines;35;80;29;34;66;198;Boeing;747SP;300;1980;Reus;Spain
35134;2014-08-25;25;8;2014;10:58:00.0000000;10;2014-08-25;25;8;2014;10:57:00.0000000;10;1;A;A1;NA;0;6;7,9;4,4;Northwest Airlines;35;80;29;34;56;134;Boeing;737-900;240;2002;Kiev;Ukraine
35133;2014-08-25;25;8;2014;11:53:00.0000000;11;2014-08-25;25;8;2014;11:51:00.0000000;11;2;E;E1;E1;0;4,6;7,6;8,4;BudgetAir;35;80;29;34;86;237;Boeing;767-400ER;275;2002;Khartoum;Sudan
35135;2014-08-25;25;8;2014;12:06:00.0000000;12;2014-08-25;25;8;2014;12:05:00.0000000;12;1;E;E2;E2;0;5,1;6,5;6,6;Royal Air Maroc;35;80;29;34;59;177;DC;10-30/30CF/30ER;300;1981;Berlin;Germany
35137;2014-08-25;25;8;2014;13:50:00.0000000;13;2014-08-25;25;8;2014;13:49:00.0000000;13;1;E;E2;E2;0;4,6;7,9;8,4;MNG Airlines;35;80;29;34;85;255;Airbus;A330-200;300;2003;Marseille;France
35138;2014-08-25;25;8;2014;16:50:00.0000000;16;2014-08-25;25;8;2014;16:43:00.0000000;16;7;E;E2;E2;0;6,6;7,7;7,4;BudgetAir;35;80;29;34;87;218;Boeing;767-300/300ER;250;2004;Prague;Czech Republic
35139;2014-08-25;25;8;2014;18:05:00.0000000;18;2014-08-25;25;8;2014;17:50:00.0000000;17;15;B;B4;B4;0;6,7;7,6;6,8;Air Moldova;35;80;29;34;54;54;Tupolev;TU-134/134A/B;100;1979;Monastir;Tunisia
23306;2014-08-25;25;8;2014;18:37:00.0000000;18;2014-08-25;25;8;2014;18:37:00.0000000;18;0;C;C4;NA;0;7,1;7,2;8,3;KLM Royal Dutch Airlines;35;80;29;34;84;349;Boeing;747-400P;416;2002;Kristiansand;Norway
35140;2014-08-25;25;8;2014;19:01:00.0000000;19;2014-08-25;25;8;2014;18:47:00.0000000;18;14;A;A4;NA;0;6,7;7,2;4,7;Air Memphis;35;80;29;34;68;122;Boeing;737-800W;180;2000;Paphos;Cyprus
24442;2014-08-25;25;8;2014;19:32:00.0000000;19;2014-08-25;25;8;2014;19:21:00.0000000;19;11;C;C2;NA;0;6,3;7,2;7,9;KLM Royal Dutch Airlines;35;80;29;34;65;163;Boeing;767-300/300ER;250;1989;Alicante;Spain
22830;2014-08-25;25;8;2014;19:49:00.0000000;19;2014-08-25;25;8;2014;19:41:00.0000000;19;8;D;D5;NA;0;6,1;7,6;7,4;Bulgaria Air;35;80;29;34;76;316;Boeing;747-400P;416;2003;Paris;France
35141;2014-08-25;25;8;2014;21:15:00.0000000;21;2014-08-25;25;8;2014;21:14:00.0000000;21;1;B;B5;NA;0;5,1;7,8;6,6;Air Moldova;35;80;29;34;61;168;Ilyushin;96-M;275;1999;Palermo;Italy
35143;2014-08-25;25;8;2014;22:39:00.0000000;22;2014-08-25;25;8;2014;22:30:00.0000000;22;9;D;D3;D3;0;5,6;7,4;8,6;Air France;35;80;29;34;80;120;Airbus;A320-200;150;1990;Los Angeles;USA
35144;2014-08-25;25;8;2014;23:38:00.0000000;23;2014-08-25;25;8;2014;23:34:00.0000000;23;4;E;E2;E2;0;5,4;7,5;7,7;Royal Air Maroc;35;80;29;34;51;77;Mcdonnel;DOUGLAS MD-88;150;1984;Krakow;Poland
32928;2014-08-26;26;8;2014;09:17:00.0000000;9;2014-08-26;26;8;2014;09:13:00.0000000;9;4;C;C5;NA;0;5,4;5,8;7,9;Lufthansa;81;120;35;34;97;243;Airbus;A310-200;250;1984;Paramaribo;Suriname
35145;2014-08-26;26;8;2014;10:18:00.0000000;10;2014-08-26;26;8;2014;10:14:00.0000000;10;4;D;D1;D1;0;4,5;6,8;8,7;Onur Air;81;120;35;34;85;234;Ilyushin;96-M;275;2003;Punta Cana;Dominican Republic
35146;2014-08-26;26;8;2014;12:32:00.0000000;12;2014-08-26;26;8;2014;12:24:00.0000000;12;8;E;E3;NA;0;4,6;7,9;7,2;Lithuanian Airlines;81;120;35;34;96;264;Airbus;A300B4/C4;275;1976;Kuwait;Kuwait
35147;2014-08-26;26;8;2014;13:32:00.0000000;13;2014-08-26;26;8;2014;13:31:00.0000000;13;1;A;A5;A5;0;5,2;8;4,5;Air Astana;81;120;35;34;100;250;Ilyushin;IL-86;250;1989;London;United Kingdom
35148;2014-08-26;26;8;2014;13:58:00.0000000;13;2014-08-26;26;8;2014;13:56:00.0000000;13;2;E;E4;NA;0;6,3;6,5;7,6;Eritrean Airlines;81;120;35;34;54;54;Tupolev;TU-134/134A/B;100;1982;Havana;Cuba
35149;2014-08-26;26;8;2014;15:20:00.0000000;15;2014-08-26;26;8;2014;15:12:00.0000000;15;8;E;E5;E5;0;6,6;6,7;7,7;Royal Air Maroc;81;120;35;34;85;149;Boeing;737-400;175;1991;Cape Town;South Africa
35150;2014-08-26;26;8;2014;16:14:00.0000000;16;2014-08-26;26;8;2014;16:12:00.0000000;16;2;E;E4;E4;0;6,7;8;6,9;VARIG Brasilian Airlines;81;120;35;34;75;225;DC;10-30/30CF/30ER;300;1979;Malabo;Equatorial Guinea
35152;2014-08-26;26;8;2014;16:45:00.0000000;16;2014-08-26;26;8;2014;16:41:00.0000000;16;4;D;D3;C5;100;4,3;5,8;8;VLM Airlines;81;120;35;34;89;134;Boeing;737-300;150;1993;Tel Aviv Yafo;Israel
35153;2014-08-26;26;8;2014;17:57:00.0000000;17;2014-08-26;26;8;2014;17:54:00.0000000;17;3;D;D3;D2;0;4,8;7,3;8;Singapore Airlines;81;120;35;34;51;102;Boeing;767-200/200ER;200;1986;Thessaloniki;Greece
35155;2014-08-26;26;8;2014;18:44:00.0000000;18;2014-08-26;26;8;2014;18:43:00.0000000;18;1;C;C2;NA;0;6,4;6,8;7,7;Air Canada;81;120;35;34;72;86;Boeing;757-200M;120;1996;Geneva;Switzerland
35157;2014-08-26;26;8;2014;19:09:00.0000000;19;2014-08-26;26;8;2014;19:09:00.0000000;19;0;A;A3;A5;0;6,6;6,7;5,1;Virgin Express;81;120;35;34;92;138;Boeing;737-300;150;1987;Berlin;Germany
35158;2014-08-26;26;8;2014;22:17:00.0000000;22;2014-08-26;26;8;2014;22:12:00.0000000;22;5;E;E3;E3;0;5,3;7,6;7,6;MNG Airlines;81;120;35;34;79;119;Airbus;A320-100;150;1988;Aruba;Aruba
35159;2014-08-26;26;8;2014;22:17:00.0000000;22;2014-08-26;26;8;2014;22:14:00.0000000;22;3;C;C4;C4;0;4,1;7,2;7,4;Cyprus Airways;81;120;35;34;75;113;Mcdonnel;DOUGLAS MD-88;150;1991;Cork;Ireland
32709;2014-08-26;26;8;2014;22:56:00.0000000;22;2014-08-25;25;8;2014;22:49:00.0000000;22;1447;C;C5;C5;0;5;7,1;8,6;British Airways;35;80;29;34;81;182;Boeing;747-400M;225;1999;Khartoum;Sudan
35160;2014-08-27;27;8;2014;00:43:00.0000000;0;2014-08-27;27;8;2014;00:34:00.0000000;0;9;A;A3;A3;0;4,9;7,6;5,5;Royal Jordanian Airlines;0;70;2;35;100;86;Bombardier;CRJ900;86;1999;Bombay;India
35161;2014-08-27;27;8;2014;01:56:00.0000000;1;2014-08-27;27;8;2014;01:44:00.0000000;1;12;D;D2;NA;0;6,5;6,5;8,1;Singapore Airlines;0;70;2;35;70;291;Boeing;747-400P;416;1990;Sao Paulo;Brazil
35163;2014-08-27;27;8;2014;02:01:00.0000000;2;2014-08-27;27;8;2014;01:52:00.0000000;1;9;D;D3;D3;0;7;7,4;8,4;Delta Air Lines;0;70;2;35;69;287;Boeing;747-400P;416;1989;Toulouse;France
